r,radwave
21.934,0.000152
21.937,0.000153
21.94,0.000153
21.943,0.000154
21.946,0.000154
21.949,0.000155
21.952,0.000155
21.955,0.000156
21.958,0.000156
21.961,0.000156
21.964,0.000157
21.967,0.000157
21.97,0.000158
21.973,0.000158
21.976,0.000159
21.979,0.000159
21.982,0.00016
21.985,0.00016
21.988,0.000161
21.991,0.000161
21.994,0.000162
21.997,0.000162
22.0,0.000163
22.003,0.000163
22.006,0.000164
22.009,0.000164
22.012,0.000165
22.015,0.000165
22.018,0.000166
22.021,0.000166
22.024,0.000166
22.027,0.000167
22.03,0.000167
22.033,0.000168
22.036,0.000168
22.039,0.000169
22.042,0.000169
22.045,0.00017
22.048,0.00017
22.051,0.000171
22.054,0.000172
22.057,0.000172
22.06,0.000173
22.063,0.000173
22.066,0.000174
22.069,0.000174
22.072,0.000175
22.075,0.000175
22.078,0.000176
22.081,0.000176
22.084,0.000177
22.087,0.000177
22.09,0.000178
22.093,0.000178
22.096,0.000179
22.099,0.000179
22.102,0.00018
22.105,0.00018
22.108,0.000181
22.111,0.000181
22.114,0.000182
22.117,0.000183
22.12,0.000183
22.123,0.000184
22.126,0.000184
22.129,0.000185
22.132,0.000185
22.135,0.000186
22.138,0.000186
22.141,0.000187
22.144,0.000187
22.147,0.000188
22.15,0.000189
22.153,0.000189
22.156,0.00019
22.159,0.00019
22.162,0.000191
22.165,0.000191
22.168,0.000192
22.171,0.000193
22.174,0.000193
22.177,0.000194
22.18,0.000194
22.183,0.000195
22.186,0.000195
22.189,0.000196
22.192,0.000197
22.195,0.000197
22.198,0.000198
22.201,0.000198
22.204,0.000199
22.207,0.0002
22.21,0.0002
22.213,0.000201
22.216,0.000201
22.219,0.000202
22.222,0.000203
22.225,0.000203
22.228,0.000204
22.231,0.000204
22.234,0.000205
22.237,0.000206
22.24,0.000206
22.243,0.000207
22.246,0.000207
22.249,0.000208
22.252,0.000209
22.255,0.000209
22.258,0.00021
22.261,0.000211
22.264,0.000211
22.267,0.000212
22.27,0.000212
22.273,0.000213
22.276,0.000214
22.279,0.000214
22.282,0.000215
22.285,0.000216
22.288,0.000216
22.291,0.000217
22.294,0.000218
22.297,0.000218
22.3,0.000219
22.303,0.000219
22.306,0.00022
22.309,0.000221
22.312,0.000221
22.315,0.000222
22.318,0.000223
22.321,0.000223
22.324,0.000224
22.327,0.000225
22.33,0.000225
22.333,0.000226
22.336,0.000227
22.339,0.000227
22.342,0.000228
22.345,0.000229
22.348,0.000229
22.351,0.00023
22.354,0.000231
22.357,0.000232
22.36,0.000232
22.363,0.000233
22.366,0.000234
22.369,0.000234
22.372,0.000235
22.375,0.000236
22.378,0.000236
22.381,0.000237
22.384,0.000238
22.387,0.000238
22.39,0.000239
22.393,0.00024
22.396,0.000241
22.399,0.000241
22.402,0.000242
22.405,0.000243
22.408,0.000244
22.411,0.000244
22.414,0.000245
22.417,0.000246
22.42,0.000246
22.423,0.000247
22.426,0.000248
22.429,0.000249
22.432,0.000249
22.435,0.00025
22.438,0.000251
22.441,0.000252
22.444,0.000252
22.447,0.000253
22.45,0.000254
22.453,0.000255
22.456,0.000255
22.459,0.000256
22.462,0.000257
22.465,0.000258
22.468,0.000258
22.471,0.000259
22.474,0.00026
22.477,0.000261
22.48,0.000262
22.483,0.000262
22.486,0.000263
22.489,0.000264
22.492,0.000265
22.495,0.000265
22.498,0.000266
22.501,0.000267
22.504,0.000268
22.507,0.000269
22.51,0.000269
22.513,0.00027
22.516,0.000271
22.519,0.000272
22.522,0.000273
22.525,0.000273
22.528,0.000274
22.531,0.000275
22.534,0.000276
22.537,0.000277
22.54,0.000278
22.543,0.000278
22.546,0.000279
22.549,0.00028
22.552,0.000281
22.555,0.000282
22.558,0.000283
22.561,0.000283
22.564,0.000284
22.567,0.000285
22.57,0.000286
22.573,0.000287
22.576,0.000288
22.579,0.000288
22.582,0.000289
22.585,0.00029
22.588,0.000291
22.591,0.000292
22.594,0.000293
22.597,0.000294
22.6,0.000295
22.603,0.000295
22.606,0.000296
22.609,0.000297
22.612,0.000298
22.615,0.000299
22.618,0.0003
22.621,0.000301
22.624,0.000302
22.627,0.000303
22.63,0.000303
22.633,0.000304
22.636,0.000305
22.639,0.000306
22.642,0.000307
22.645,0.000308
22.648,0.000309
22.651,0.00031
22.654,0.000311
22.657,0.000312
22.66,0.000313
22.663,0.000314
22.666,0.000314
22.669,0.000315
22.672,0.000316
22.675,0.000317
22.678,0.000318
22.681,0.000319
22.684,0.00032
22.687,0.000321
22.69,0.000322
22.693,0.000323
22.696,0.000324
22.699,0.000325
22.702,0.000326
22.705,0.000327
22.708,0.000328
22.711,0.000329
22.714,0.00033
22.717,0.000331
22.72,0.000332
22.723,0.000333
22.726,0.000334
22.729,0.000335
22.732,0.000336
22.735,0.000337
22.738,0.000338
22.741,0.000339
22.744,0.00034
22.747,0.000341
22.75,0.000342
22.753,0.000343
22.756,0.000344
22.759,0.000345
22.762,0.000346
22.765,0.000347
22.768,0.000348
22.771,0.000349
22.774,0.00035
22.777,0.000351
22.78,0.000352
22.783,0.000353
22.786,0.000354
22.789,0.000355
22.792,0.000356
22.795,0.000357
22.798,0.000358
22.801,0.00036
22.804,0.000361
22.807,0.000362
22.81,0.000363
22.813,0.000364
22.816,0.000365
22.819,0.000366
22.822,0.000367
22.825,0.000368
22.828,0.000369
22.831,0.00037
22.834,0.000372
22.837,0.000373
22.84,0.000374
22.843,0.000375
22.846,0.000376
22.849,0.000377
22.852,0.000378
22.855,0.000379
22.858,0.00038
22.861,0.000382
22.864,0.000383
22.867,0.000384
22.87,0.000385
22.873,0.000386
22.876,0.000387
22.879,0.000388
22.882,0.00039
22.885,0.000391
22.888,0.000392
22.891,0.000393
22.894,0.000394
22.897,0.000395
22.9,0.000397
22.903,0.000398
22.906,0.000399
22.909,0.0004
22.912,0.000401
22.915,0.000403
22.918,0.000404
22.921,0.000405
22.924,0.000406
22.927,0.000407
22.93,0.000409
22.933,0.00041
22.936,0.000411
22.939,0.000412
22.942,0.000414
22.945,0.000415
22.948,0.000416
22.951,0.000417
22.954,0.000419
22.957,0.00042
22.96,0.000421
22.963,0.000422
22.966,0.000424
22.969,0.000425
22.972,0.000426
22.975,0.000427
22.978,0.000429
22.981,0.00043
22.984,0.000431
22.987,0.000432
22.99,0.000434
22.993,0.000435
22.996,0.000436
22.999,0.000438
23.002,0.000439
23.005,0.00044
23.008,0.000442
23.011,0.000443
23.014,0.000444
23.017,0.000446
23.02,0.000447
23.023,0.000448
23.026,0.00045
23.029,0.000451
23.032,0.000452
23.035,0.000454
23.038,0.000455
23.041,0.000456
23.044,0.000458
23.047,0.000459
23.05,0.00046
23.053,0.000462
23.056,0.000463
23.059,0.000465
23.062,0.000466
23.065,0.000467
23.068,0.000469
23.071,0.00047
23.074,0.000471
23.077,0.000473
23.08,0.000474
23.083,0.000476
23.086,0.000477
23.089,0.000479
23.092,0.00048
23.095,0.000481
23.098,0.000483
23.101,0.000484
23.104,0.000486
23.107,0.000487
23.11,0.000489
23.113,0.00049
23.116,0.000492
23.119,0.000493
23.122,0.000495
23.125,0.000496
23.128,0.000497
23.131,0.000499
23.134,0.0005
23.137,0.000502
23.14,0.000503
23.143,0.000505
23.146,0.000506
23.149,0.000508
23.152,0.000509
23.155,0.000511
23.158,0.000513
23.161,0.000514
23.164,0.000516
23.167,0.000517
23.17,0.000519
23.173,0.00052
23.176,0.000522
23.179,0.000523
23.182,0.000525
23.185,0.000526
23.188,0.000528
23.191,0.00053
23.194,0.000531
23.197,0.000533
23.2,0.000534
23.203,0.000536
23.206,0.000538
23.209,0.000539
23.212,0.000541
23.215,0.000542
23.218,0.000544
23.221,0.000546
23.224,0.000547
23.227,0.000549
23.23,0.000551
23.233,0.000552
23.236,0.000554
23.239,0.000555
23.242,0.000557
23.245,0.000559
23.248,0.00056
23.251,0.000562
23.254,0.000564
23.257,0.000566
23.26,0.000567
23.263,0.000569
23.266,0.000571
23.269,0.000572
23.272,0.000574
23.275,0.000576
23.278,0.000577
23.281,0.000579
23.284,0.000581
23.287,0.000583
23.29,0.000584
23.293,0.000586
23.296,0.000588
23.299,0.00059
23.302,0.000591
23.305,0.000593
23.308,0.000595
23.311,0.000597
23.314,0.000598
23.317,0.0006
23.32,0.000602
23.323,0.000604
23.326,0.000606
23.329,0.000607
23.332,0.000609
23.335,0.000611
23.338,0.000613
23.341,0.000615
23.344,0.000617
23.347,0.000618
23.35,0.00062
23.353,0.000622
23.356,0.000624
23.359,0.000626
23.362,0.000628
23.365,0.00063
23.368,0.000632
23.371,0.000633
23.374,0.000635
23.377,0.000637
23.38,0.000639
23.383,0.000641
23.386,0.000643
23.389,0.000645
23.392,0.000647
23.395,0.000649
23.398,0.000651
23.401,0.000653
23.404,0.000655
23.407,0.000656
23.41,0.000658
23.413,0.00066
23.416,0.000662
23.419,0.000664
23.422,0.000666
23.425,0.000668
23.428,0.00067
23.431,0.000672
23.434,0.000674
23.437,0.000676
23.44,0.000678
23.443,0.00068
23.446,0.000682
23.449,0.000684
23.452,0.000687
23.455,0.000689
23.458,0.000691
23.461,0.000693
23.464,0.000695
23.467,0.000697
23.47,0.000699
23.473,0.000701
23.476,0.000703
23.479,0.000705
23.482,0.000707
23.485,0.000709
23.488,0.000712
23.491,0.000714
23.494,0.000716
23.497,0.000718
23.5,0.00072
23.503,0.000722
23.506,0.000724
23.509,0.000727
23.512,0.000729
23.515,0.000731
23.518,0.000733
23.521,0.000735
23.524,0.000738
23.527,0.00074
23.53,0.000742
23.533,0.000744
23.536,0.000746
23.539,0.000749
23.542,0.000751
23.545,0.000753
23.548,0.000755
23.551,0.000758
23.554,0.00076
23.557,0.000762
23.56,0.000764
23.563,0.000767
23.566,0.000769
23.569,0.000771
23.572,0.000774
23.575,0.000776
23.578,0.000778
23.581,0.000781
23.584,0.000783
23.587,0.000785
23.59,0.000788
23.593,0.00079
23.596,0.000792
23.599,0.000795
23.602,0.000797
23.605,0.000799
23.608,0.000802
23.611,0.000804
23.614,0.000807
23.617,0.000809
23.62,0.000811
23.623,0.000814
23.626,0.000816
23.629,0.000819
23.632,0.000821
23.635,0.000824
23.638,0.000826
23.641,0.000829
23.644,0.000831
23.647,0.000834
23.65,0.000836
23.653,0.000839
23.656,0.000841
23.659,0.000844
23.662,0.000846
23.665,0.000849
23.668,0.000851
23.671,0.000854
23.674,0.000856
23.677,0.000859
23.68,0.000861
23.683,0.000864
23.686,0.000867
23.689,0.000869
23.692,0.000872
23.695,0.000874
23.698,0.000877
23.701,0.00088
23.704,0.000882
23.707,0.000885
23.71,0.000887
23.713,0.00089
23.716,0.000893
23.719,0.000895
23.722,0.000898
23.725,0.000901
23.728,0.000904
23.731,0.000906
23.734,0.000909
23.737,0.000912
23.74,0.000914
23.743,0.000917
23.746,0.00092
23.749,0.000923
23.752,0.000925
23.755,0.000928
23.758,0.000931
23.761,0.000934
23.764,0.000937
23.767,0.000939
23.77,0.000942
23.773,0.000945
23.776,0.000948
23.779,0.000951
23.782,0.000953
23.785,0.000956
23.788,0.000959
23.791,0.000962
23.794,0.000965
23.797,0.000968
23.8,0.000971
23.803,0.000974
23.806,0.000977
23.809,0.000979
23.812,0.000982
23.815,0.000985
23.818,0.000988
23.821,0.000991
23.824,0.000994
23.827,0.000997
23.83,0.001
23.833,0.001003
23.836,0.001006
23.839,0.001009
23.842,0.001012
23.845,0.001015
23.848,0.001018
23.851,0.001021
23.854,0.001024
23.857,0.001027
23.86,0.00103
23.863,0.001034
23.866,0.001037
23.869,0.00104
23.872,0.001043
23.875,0.001046
23.878,0.001049
23.881,0.001052
23.884,0.001055
23.887,0.001059
23.89,0.001062
23.893,0.001065
23.896,0.001068
23.899,0.001071
23.902,0.001074
23.905,0.001078
23.908,0.001081
23.911,0.001084
23.914,0.001087
23.917,0.001091
23.92,0.001094
23.923,0.001097
23.926,0.001101
23.929,0.001104
23.932,0.001107
23.935,0.00111
23.938,0.001114
23.941,0.001117
23.944,0.00112
23.947,0.001124
23.95,0.001127
23.953,0.001131
23.956,0.001134
23.959,0.001137
23.962,0.001141
23.965,0.001144
23.968,0.001148
23.971,0.001151
23.974,0.001154
23.977,0.001158
23.98,0.001161
23.983,0.001165
23.986,0.001168
23.989,0.001172
23.992,0.001175
23.995,0.001179
23.998,0.001182
24.001,0.001186
24.004,0.001189
24.007,0.001193
24.01,0.001197
24.013,0.0012
24.016,0.001204
24.019,0.001207
24.022,0.001211
24.025,0.001215
24.028,0.001218
24.031,0.001222
24.034,0.001226
24.037,0.001229
24.04,0.001233
24.043,0.001237
24.046,0.00124
24.049,0.001244
24.052,0.001248
24.055,0.001251
24.058,0.001255
24.061,0.001259
24.064,0.001263
24.067,0.001267
24.07,0.00127
24.073,0.001274
24.076,0.001278
24.079,0.001282
24.082,0.001286
24.085,0.001289
24.088,0.001293
24.091,0.001297
24.094,0.001301
24.097,0.001305
24.1,0.001309
24.103,0.001313
24.106,0.001317
24.109,0.001321
24.112,0.001325
24.115,0.001329
24.118,0.001333
24.121,0.001337
24.124,0.001341
24.127,0.001345
24.13,0.001349
24.133,0.001353
24.136,0.001357
24.139,0.001361
24.142,0.001365
24.145,0.001369
24.148,0.001373
24.151,0.001377
24.154,0.001381
24.157,0.001385
24.16,0.00139
24.163,0.001394
24.166,0.001398
24.169,0.001402
24.172,0.001406
24.175,0.001411
24.178,0.001415
24.181,0.001419
24.184,0.001423
24.187,0.001427
24.19,0.001432
24.193,0.001436
24.196,0.00144
24.199,0.001445
24.202,0.001449
24.205,0.001453
24.208,0.001458
24.211,0.001462
24.214,0.001466
24.217,0.001471
24.22,0.001475
24.223,0.00148
24.226,0.001484
24.229,0.001489
24.232,0.001493
24.235,0.001497
24.238,0.001502
24.241,0.001506
24.244,0.001511
24.247,0.001516
24.25,0.00152
24.253,0.001525
24.256,0.001529
24.259,0.001534
24.262,0.001538
24.265,0.001543
24.268,0.001548
24.271,0.001552
24.274,0.001557
24.277,0.001562
24.28,0.001566
24.283,0.001571
24.286,0.001576
24.289,0.00158
24.292,0.001585
24.295,0.00159
24.298,0.001595
24.301,0.001599
24.304,0.001604
24.307,0.001609
24.31,0.001614
24.313,0.001619
24.316,0.001623
24.319,0.001628
24.322,0.001633
24.325,0.001638
24.328,0.001643
24.331,0.001648
24.334,0.001653
24.337,0.001658
24.34,0.001663
24.343,0.001668
24.346,0.001673
24.349,0.001678
24.352,0.001683
24.355,0.001688
24.358,0.001693
24.361,0.001698
24.364,0.001703
24.367,0.001708
24.37,0.001713
24.373,0.001718
24.376,0.001724
24.379,0.001729
24.382,0.001734
24.385,0.001739
24.388,0.001744
24.391,0.00175
24.394,0.001755
24.397,0.00176
24.4,0.001765
24.403,0.001771
24.406,0.001776
24.409,0.001781
24.412,0.001787
24.415,0.001792
24.418,0.001797
24.421,0.001803
24.424,0.001808
24.427,0.001814
24.43,0.001819
24.433,0.001825
24.436,0.00183
24.439,0.001835
24.442,0.001841
24.445,0.001847
24.448,0.001852
24.451,0.001858
24.454,0.001863
24.457,0.001869
24.46,0.001874
24.463,0.00188
24.466,0.001886
24.469,0.001891
24.472,0.001897
24.475,0.001903
24.478,0.001908
24.481,0.001914
24.484,0.00192
24.487,0.001926
24.49,0.001931
24.493,0.001937
24.496,0.001943
24.499,0.001949
24.502,0.001955
24.505,0.00196
24.508,0.001966
24.511,0.001972
24.514,0.001978
24.517,0.001984
24.52,0.00199
24.523,0.001996
24.526,0.002002
24.529,0.002008
24.532,0.002014
24.535,0.00202
24.538,0.002026
24.541,0.002032
24.544,0.002038
24.547,0.002044
24.55,0.002051
24.553,0.002057
24.556,0.002063
24.559,0.002069
24.562,0.002075
24.565,0.002081
24.568,0.002088
24.571,0.002094
24.574,0.0021
24.577,0.002107
24.58,0.002113
24.583,0.002119
24.586,0.002126
24.589,0.002132
24.592,0.002138
24.595,0.002145
24.598,0.002151
24.601,0.002158
24.604,0.002164
24.607,0.002171
24.61,0.002177
24.613,0.002184
24.616,0.00219
24.619,0.002197
24.622,0.002203
24.625,0.00221
24.628,0.002217
24.631,0.002223
24.634,0.00223
24.637,0.002237
24.64,0.002243
24.643,0.00225
24.646,0.002257
24.649,0.002264
24.652,0.00227
24.655,0.002277
24.658,0.002284
24.661,0.002291
24.664,0.002298
24.667,0.002305
24.67,0.002312
24.673,0.002319
24.676,0.002325
24.679,0.002332
24.682,0.002339
24.685,0.002346
24.688,0.002354
24.691,0.002361
24.694,0.002368
24.697,0.002375
24.7,0.002382
24.703,0.002389
24.706,0.002396
24.709,0.002403
24.712,0.002411
24.715,0.002418
24.718,0.002425
24.721,0.002432
24.724,0.00244
24.727,0.002447
24.73,0.002454
24.733,0.002462
24.736,0.002469
24.739,0.002477
24.742,0.002484
24.745,0.002491
24.748,0.002499
24.751,0.002506
24.754,0.002514
24.757,0.002521
24.76,0.002529
24.763,0.002537
24.766,0.002544
24.769,0.002552
24.772,0.00256
24.775,0.002567
24.778,0.002575
24.781,0.002583
24.784,0.00259
24.787,0.002598
24.79,0.002606
24.793,0.002614
24.796,0.002622
24.799,0.00263
24.802,0.002637
24.805,0.002645
24.808,0.002653
24.811,0.002661
24.814,0.002669
24.817,0.002677
24.82,0.002685
24.823,0.002693
24.826,0.002701
24.829,0.00271
24.832,0.002718
24.835,0.002726
24.838,0.002734
24.841,0.002742
24.844,0.00275
24.847,0.002759
24.85,0.002767
24.853,0.002775
24.856,0.002784
24.859,0.002792
24.862,0.0028
24.865,0.002809
24.868,0.002817
24.871,0.002826
24.874,0.002834
24.877,0.002843
24.88,0.002851
24.883,0.00286
24.886,0.002868
24.889,0.002877
24.892,0.002886
24.895,0.002894
24.898,0.002903
24.901,0.002912
24.904,0.00292
24.907,0.002929
24.91,0.002938
24.913,0.002947
24.916,0.002956
24.919,0.002965
24.922,0.002973
24.925,0.002982
24.928,0.002991
24.931,0.003
24.934,0.003009
24.937,0.003018
24.94,0.003027
24.943,0.003036
24.946,0.003046
24.949,0.003055
24.952,0.003064
24.955,0.003073
24.958,0.003082
24.961,0.003092
24.964,0.003101
24.967,0.00311
24.97,0.00312
24.973,0.003129
24.976,0.003138
24.979,0.003148
24.982,0.003157
24.985,0.003167
24.988,0.003176
24.991,0.003186
24.994,0.003195
24.997,0.003205
25.0,0.003215
25.003,0.003224
25.006,0.003234
25.009,0.003244
25.012,0.003253
25.015,0.003263
25.018,0.003273
25.021,0.003283
